100,R04,40,1,2023-06-17T12:19:39.116-03:00,1047,14
100,M59,1024,3,2023-06-17T12:19:39.119-03:00,1047,14
100,A22,16,1,2023-06-17T12:19:40.096-03:00,1047,14
100,S17,74,0,2023-06-17T12:19:40.092-03:00,1047,14
100,N89,879,3,2023-06-17T12:19:40.094-03:00,1047,14
100,I43,821,3,2023-06-17T12:19:40.095-03:00,1047,14
100,Z10,998,3,2023-06-17T12:19:40.098-03:00,1047,14
100,D16,293,1,2023-06-17T12:19:40.091-03:00,1047,14
100,R04,40,1,2023-06-17T12:19:40.094-03:00,1047,14
100,M73,1026,3,2023-06-17T12:19:40.101-03:00,1047,14
100,X47,822,2,2023-06-17T12:19:40.098-03:00,1047,14
100,J58,1009,2,2023-06-17T12:19:40.100-03:00,1047,14
100,M59,1024,3,2023-06-17T12:19:40.101-03:00,1047,14
100,X16,11,1,2023-06-17T12:19:40.100-03:00,1047,14
100,M33,39,0,2023-06-17T12:19:40.095-03:00,1047,14
100,I43,816,3,2023-06-17T12:19:41.685-03:00,1047,14
100,M33,39,0,2023-06-17T12:19:41.687-03:00,1047,14
100,X16,20,0,2023-06-17T12:19:41.689-03:00,1047,14
100,J58,1003,2,2023-06-17T12:19:41.689-03:00,1047,14
100,N89,879,3,2023-06-17T12:19:41.684-03:00,1047,14
100,Z95,1042,3,2023-06-17T12:19:41.691-03:00,1047,14
100,S17,78,0,2023-06-17T12:19:41.685-03:00,1047,14
100,C28,12,1,2023-06-17T12:19:41.690-03:00,1047,14
100,X47,818,2,2023-06-17T12:19:41.686-03:00,1047,14
100,M59,1024,3,2023-06-17T12:19:41.690-03:00,1047,14
100,A22,21,0,2023-06-17T12:19:41.688-03:00,1047,14
100,D16,302,1,2023-06-17T12:19:41.684-03:00,1047,14
100,Z10,998,3,2023-06-17T12:19:41.688-03:00,1047,14
100,M73,1020,2,2023-06-17T12:19:41.690-03:00,1047,14
100,R04,40,1,2023-06-17T12:19:41.686-03:00,1047,14
100,S17,82,0,2023-06-17T12:19:43.374-03:00,1047,14
100,M33,39,0,2023-06-17T12:19:43.376-03:00,1047,14
100,X16,27,1,2023-06-17T12:19:43.377-03:00,1047,14
100,M59,1024,3,2023-06-17T12:19:43.383-03:00,1047,14
100,X47,814,2,2023-06-17T12:19:43.378-03:00,1047,14
100,C28,22,0,2023-06-17T12:19:43.381-03:00,1047,14
100,J58,999,2,2023-06-17T12:19:43.383-03:00,1047,14
100,Z10,998,3,2023-06-17T12:19:43.380-03:00,1047,14
100,Z95,1038,3,2023-06-17T12:19:43.388-03:00,1047,14
100,M73,1014,2,2023-06-17T12:19:43.384-03:00,1047,14
100,D16,311,1,2023-06-17T12:19:43.373-03:00,1047,14
100,A22,21,0,2023-06-17T12:19:43.377-03:00,1047,14
100,N89,879,3,2023-06-17T12:19:43.376-03:00,1047,14
100,I43,811,3,2023-06-17T12:19:43.378-03:00,1047,14
100,D16,320,1,2023-06-17T12:19:44.922-03:00,1047,14
100,S17,86,0,2023-06-17T12:19:44.925-03:00,1047,14
100,A22,21,0,2023-06-17T12:19:44.925-03:00,1047,14
100,J58,994,3,2023-06-17T12:19:44.925-03:00,1047,14
100,M73,1014,2,2023-06-17T12:19:44.926-03:00,1047,14
100,X47,810,2,2023-06-17T12:19:44.925-03:00,1047,14
100,C28,30,0,2023-06-17T12:19:44.928-03:00,1047,14
100,Z95,1038,3,2023-06-17T12:19:44.928-03:00,1047,14
100,X16,27,1,2023-06-17T12:19:44.926-03:00,1047,14
100,I43,803,3,2023-06-17T12:19:44.924-03:00,1047,14
100,I43,797,3,2023-06-17T12:19:46.429-03:00,1047,14
100,M73,1014,2,2023-06-17T12:19:46.435-03:00,1047,14
100,X16,27,1,2023-06-17T12:19:46.430-03:00,1047,14
100,J58,994,3,2023-06-17T12:19:46.433-03:00,1047,14
100,C28,36,0,2023-06-17T12:19:46.431-03:00,1047,14
100,A22,21,0,2023-06-17T12:19:46.430-03:00,1047,14
100,S17,90,0,2023-06-17T12:19:46.429-03:00,1047,14
100,D16,330,1,2023-06-17T12:19:46.427-03:00,1047,14
100,X47,806,2,2023-06-17T12:19:46.432-03:00,1047,14
100,S17,94,0,2023-06-17T12:19:47.637-03:00,1047,14
100,X16,27,1,2023-06-17T12:19:47.638-03:00,1047,14
100,J58,994,3,2023-06-17T12:19:47.640-03:00,1047,14
100,I43,788,3,2023-06-17T12:19:47.637-03:00,1047,14
100,D16,338,1,2023-06-17T12:19:47.636-03:00,1047,14
100,C28,40,1,2023-06-17T12:19:47.639-03:00,1047,14
100,X47,802,2,2023-06-17T12:19:47.639-03:00,1047,14
100,D16,344,1,2023-06-17T12:19:48.808-03:00,1047,14
100,C28,47,1,2023-06-17T12:19:48.811-03:00,1047,14
100,I43,781,3,2023-06-17T12:19:48.810-03:00,1047,14
100,X47,798,2,2023-06-17T12:19:48.811-03:00,1047,14
100,S17,98,0,2023-06-17T12:19:48.810-03:00,1047,14
100,I43,776,3,2023-06-17T12:19:50.246-03:00,1047,14
100,D16,352,1,2023-06-17T12:19:50.245-03:00,1047,14
100,X47,794,2,2023-06-17T12:19:50.247-03:00,1047,14
100,S17,102,0,2023-06-17T12:19:50.246-03:00,1047,14
100,C28,52,0,2023-06-17T12:19:50.248-03:00,1047,14
100,D16,358,1,2023-06-17T12:19:52.165-03:00,1047,14
